title,Year,Certificate,genres,overview,Runtime,Rating,No.of.Ratings,id,original_language,poster
Prince,2010.0,UA,"Action, Sci-Fi, Thriller            ",    A thief is caught in a race against time after he wakes up with no memory and has to find an antique coin which might be the root cause.,138,4.2,1838,307609.0,te,https://image.tmdb.org/t/p/w500//2XhMyS5MiQk3ktqNKierm0uehE9.jpg
Sankarabharanam,1980.0,U,"Drama, Musical, Romance            ","    The story of a rare and exceptional bond between the master of classical music Sankara Sastry and his admirer Tulasi, a woman from a family of prostitutes.",143,8.7,1829,405800.0,te,https://image.tmdb.org/t/p/w500//xNcBpesh3t81GCUg4SbZ9UG6UQQ.jpg
Thoongaavanam,2015.0,UA,"Action, Thriller            ","    A cop with a connection to the criminal underworld finds his secret life exposed when he and his partner are caught stealing cocaine from a powerful drug dealer, a move that puts his son's life in jeopardy.",128,7.0,1821,363178.0,te,https://image.tmdb.org/t/p/w500//ydqz82ndB2QTj51ubvl6iG6lQI1.jpg
Govindudu Andari Vaadele,2014.0,,"Action, Drama            ",    A man returns to India to find his family on the brink of a rift. He must push past his tendency to take everything lightly and work to heal his clan.,160,5.6,1815,295590.0,te,https://image.tmdb.org/t/p/w500//2JfAO5xeAvTme6t4QUgGUQpA6S6.jpg
Anand,2004.0,U,"Comedy, Drama, Musical            ","    A rich guy falls in love with an independent and strong-minded girl, and moves into her simple neighborhood to earn her love.",180,7.8,1814,1206195.0,te,https://image.tmdb.org/t/p/w500//a0inCjOHm5Y8MEjxUPfXA9iPZmv.jpg
Raja Kumarudu,1999.0,,"Comedy, Drama, Romance            ","    After the passing away of his parents, Raja lives with his uncle Dhananjay. Dhananjay manages a hotel while Raja is a model. Raja meets Rani and both fall in love. Meanwhile, Dhananjay ...                See full summary »",0,6.7,1806,100196.0,te,https://image.tmdb.org/t/p/w500//2kdCZztkyS0sgtoWaLp3zebp1uE.jpg
Baba,2002.0,,"Action, Drama, Fantasy            ","    Baba (Rajini) an atheist, by a twist of fate, acquires magical powers from a divine source and takes on crooked politicians.",179,5.1,1795,1179157.0,te,https://image.tmdb.org/t/p/w500//xusTaSzcr25E8EK1CD47B5TDk68.jpg
Dhammu,2012.0,A,"Action, Drama            ",    An orphan gets adopted by a rich and powerful family looking for a heir. But the family has a dark violent past due to dispute with a rival family. What will he do when the fate of his village depends on him?,155,5.2,1794,113728.0,te,https://image.tmdb.org/t/p/w500//9D403o3a6ylMYmTFfittIG89xQj.jpg
Ramayya Vastavayya,2013.0,A,"Action, Drama            ",    Nandu a happy go lucky boy falls in love with Akarsha (Samantha) only to avenge his fiance's death.,167,5.1,1773,100199.0,te,
NTR: Kathanayakudu,2019.0,U,"Biography, Drama            ","    Based on the journey of the legendary Telugu actor, filmmaker and ex-Chief Minister Late Taraka Rama Rao Nandamuri.",169,5.7,1769,568522.0,te,https://image.tmdb.org/t/p/w500//7v5XNFBt7fKNFNfs5vB300wBVu6.jpg
Chirutha,2007.0,,Action            ,"    The consequences that follow after the love between hero and heroine, when they accidentally fall in love on an island.",117,5.3,1736,84504.0,te,https://image.tmdb.org/t/p/w500//mYvcYwkpZR5HBoNuLIgj6GCNXzV.jpg
Thaandavam,2012.0,U,"Action, Thriller            ",    A blind man with his 'Echolocation' power takes on a revenge mission.,160,6.1,1691,78686.0,te,https://image.tmdb.org/t/p/w500//tCUGqY1zN8JX7Vg5iK4oDUD3FBn.jpg
Athidhi,2007.0,A,Action            ,    Athidi(Mahesh Babu) is falsely convicted for killing his adopted parents and goes to jail for 13 years and when he comes back he loves Amrita (Amrita Rao) unaware that she is the daughter of his adopted parents.,300,5.5,1691,56996.0,te,https://image.tmdb.org/t/p/w500//d68T5EBEMn7Is8xG1GpezGcD8G9.jpg
Kshana Kshanam,1991.0,U,"Comedy, Crime, Drama            ",    A high-profile bank robbery in the city wreaks havoc in the life of an unsuspecting regular young woman when she's caught in the line of fire between the villains and the police.,158,8.1,1685,81072.0,te,https://image.tmdb.org/t/p/w500//orDjQMwYxKANQCs0JGsY2EuYLvX.jpg
Penguin,2020.0,,"Drama, Mystery, Thriller            ",    It is a spine chilling tale of a pregnant mother who sets out on a dangerous mission to unravel the mystery and save her loved ones.,132,4.6,1671,1143088.0,te,https://image.tmdb.org/t/p/w500//yJHlCJEbp2b2ARniLYP6uaEVcW7.jpg
Rudra Veena,1988.0,U,"Drama, Musical            ",    A classical singer believes in changing society through his music and will power.,170,8.5,1670,100206.0,te,
Legend,,A,"Action, Drama            ","    Jeetendra (Jagapati Babu) is a power hungry and cruel man from Rayalaseema to whom killing comes very easy. In the process, he commits a crime and learns about the most powerful and ...                See full summary »",168,6.3,1661,276907.0,te,https://image.tmdb.org/t/p/w500//4shf5Alq4KWCKqrAAQe0JGJHYp5.jpg
Annamayya,1997.0,U,"Biography, History, Musical            ","    A cinematic version of the life of famous Indian saint-poet, Annamayya.",150,8.0,1648,80798.0,te,https://image.tmdb.org/t/p/w500//jmgzq8MWSMthVYE08H9bAKVTpu8.jpg
Badrinath,2011.0,A,Action            ,    A skilled warrior and the protector of Badrinath temple finds his loyalties divided while trying to revive an agnostic's faith in God.,140,4.3,1640,413646.0,te,https://image.tmdb.org/t/p/w500//e1tV7gYSF5iw8NPR78sUHNb3YLU.jpg
Nenu Local,2017.0,UA,"Action, Comedy, Romance            ","    A happy-go-lucky man accidentally falls in love with a woman whose father despises him. To further complicate matters, his lover has another suitor, who is deemed more worthy of her.",150,6.4,1626,439057.0,te,https://image.tmdb.org/t/p/w500//5rzXz9kw7Qsar3M8kvqv0tSmaNp.jpg
Oh Baby...,2019.0,U,"Comedy, Drama, Fantasy            ","    A seventy-year-old woman, Savitri aka 'Baby' gets a second chance to relive her youth when gets transported into the body of a 20-year-old girl and embarks on an exuberant journey of rediscovering herself.",161,7.4,1601,607091.0,te,https://image.tmdb.org/t/p/w500//3dXjxNtK3c5xFXJnTe8cnOBLqqp.jpg
Sketch,,UA,Action            ,    A car hijacker from a local gang gets into a problem after stealing a car.,137,5.7,1594,624540.0,te,https://image.tmdb.org/t/p/w500//2EVPCQByKqugbHawh2VhQ5X2Rx6.jpg
Hello Guru Prema Kosame,2018.0,U,"Comedy, Romance            ","    After a rocky start, a friendship develops between a happy-go-lucky youth and a girl from the city.",140,7.1,1569,517508.0,te,https://image.tmdb.org/t/p/w500//5VqWbyN1EmzvqpFNSzGN7sLJRTj.jpg
Rabhasa,2014.0,A,"Action, Comedy            ","    Karthik's mother wants him to marry Indu, the daughter of her brother, Dhananjay. However, when his father goes to Dhananjay's house, he is insulted. Agitated, Karthik decides to seek revenge.",153,4.9,1568,307614.0,te,https://image.tmdb.org/t/p/w500//fMiG03i11lQ5E3Q0HWMnuemr59p.jpg
Sainikudu,2006.0,UA,Action            ,    Siddharth and his friends rescue a village in Warangal from severe floods. Sidhartha is convinced that Govt will give some relief package to the flood effected. Some time later he realizes ...                See full summary »,169,5.1,1568,85824.0,te,https://image.tmdb.org/t/p/w500//oDzzdzyqiVNiOSRmTZQBFkjT5ZO.jpg
Ishq,2012.0,,"Comedy, Romance            ",    Priya falls in love with rahul during a delayed flight journey but realizes that he and her brother share a past,160,7.3,1566,29988.0,te,https://image.tmdb.org/t/p/w500//38xVYSuVXIJS1iyEaRm8wtjotZB.jpg
Arjun,2004.0,U,Action            ,    A young man risks his life to guarantee his twin sister's happiness and protect her from murderous in-laws.,0,6.5,1562,96112.0,te,https://image.tmdb.org/t/p/w500//ULvER6xat5qiYV7Oxhw4OlV19N.jpg
Badri,2000.0,U,"Comedy, Drama, Romance            ","    Badri (Pawan Kalyan) is an ad agency director whose parents are settled in the USA. He has a love called Vennela (Renu Desai), who is a close family friend of Badri's family. Their parents want these two to tie the knot.",158,7.1,1556,413646.0,te,https://image.tmdb.org/t/p/w500//e1tV7gYSF5iw8NPR78sUHNb3YLU.jpg
Krishnarjuna,2008.0,U,"Comedy, Drama, Romance            ","    An astrologer's advice forces Pedababu to fix his sister's wedding to Arjun, an orphan, so that he can be killed, and she can be married to a rich man. However, Lord Krishna comes to Arjun's rescue.",134,4.9,1553,117844.0,te,
Hello,,U,"Action, Romance            ","    Avinash (Akhil Akkineni) in his childhood meets a girl (Kalyani Priyadarshan as Junnu) and believes that she is his soulmate, and patiently waits to come across her even after growing into an adult. Will they meet again?",131,7.2,1552,1098152.0,te,https://image.tmdb.org/t/p/w500//8ta8VToSOykwgqI9iBqSE26SdWa.jpg
Saleem,2009.0,,"Action, Comedy            ",    Saleem is a 2009 Telugu film directed by YVS Chowdary (of Devdas fame). Graphics are the main attraction of the movie. The movie starts with Saleem (Vishnu Manchu) beating up baddies in a ...                See full summary »,120,4.6,1542,1139484.0,te,https://image.tmdb.org/t/p/w500//kbWFiTTEDw3ShdsHnkKmolPGbEN.jpg
Nijam,2003.0,UA,Action            ,    A young man is guided by his mother in a methodical manner to avenge his father against the perpetrators who falsely accused and killed him.,196,6.6,1540,66416.0,te,https://image.tmdb.org/t/p/w500//1PyPYLMr4JMnVn72BZPdF6DqISM.jpg
Bruce Lee: The Fighter,2015.0,UA,"Action, Comedy            ",    A stuntman is mistaken for a police officer by an idealistic woman and begins fighting crime on behalf of the police.,151,5.5,1537,364080.0,te,https://image.tmdb.org/t/p/w500//qNYG0NLXcdZEW56pcOjrm0w6Vos.jpg
MCA Middle Class Abbayi,2017.0,UA,"Action, Comedy            ","    A youngster tries to protect his sister-in-law, a transport official, from a dreaded goon who runs an illegal road transport business.",144,5.8,1534,485869.0,te,https://image.tmdb.org/t/p/w500//oLik4b7KCP1NcKEOlbnSBfd4VfW.jpg
Ee Nagaraniki Emaindi,2018.0,UA,"Comedy, Drama            ","    The story is based on four childhood friends who go on a trip to Goa. Each have their own dream careers, and collaborate to make a short film.",122,7.9,1523,532789.0,te,https://image.tmdb.org/t/p/w500//z18uVrdghSNYCmD7FfdXzdtWSPR.jpg
Nenu Sailaja,2016.0,UA,"Action, Comedy, Romance            ","    Hari (Ram), a DJ, proposes to many girls but none of them accepts his love. One day he sees a beautiful girl Sailaja (Keerthi Suresh) and she seems to like him too, but fear of rejection keeps him from speaking up.",155,6.9,1520,376998.0,te,https://image.tmdb.org/t/p/w500//buQQUkoBTjt3nJftJLh8WqQ5cfX.jpg
Gentleman,2016.0,U,"Mystery, Romance, Thriller            ","    Catherine finds herself in a web of deception and lies when she finds out that the fiance of her friend Aiswarya might not be as ""Gentleman"" as he seem.",144,7.1,1518,482495.0,te,https://image.tmdb.org/t/p/w500//3je92HWdXSC1qAry8XV9IFCC38j.jpg
Student No. 1,2001.0,U,"Action, Crime, Drama            ",    Aditya (Jr. NTR) joins a law college in Vizag as a student. The law college is notorious for its unruly students headed by Satya (Rajeev Kanakala). Aditya is shown as a young mysterious man...                See full summary »,130,6.8,1502,82572.0,te,https://image.tmdb.org/t/p/w500//5R3plOFdnoZyIVcXRKUcsHhI9RW.jpg
Kumari 21F,2015.0,A,"Drama, Romance            ",    An immature teenager doubts the virginity and loyalty of his overly outgoing girlfriend.,134,7.8,1492,369949.0,te,https://image.tmdb.org/t/p/w500//fRDKBHTANhw2UsN15teWPijL56u.jpg
Billa,2009.0,A,"Action, Thriller            ",    A police inspector sends a gangster-lookalike to uncover the gang's secrets.,149,6.1,1491,116185.0,te,https://image.tmdb.org/t/p/w500//gADzX6C4pGHneBoU148LXFMDyMr.jpg
Love Ke Liye Kuch Bhi Karega,2001.0,,"Comedy, Crime, Romance            ","    Desperate for money, three men (Saif Ali Khan, Fardeen Khan) plot to kidnap a woman (Sonali Bendre) and hold her for ransom.",131,6.0,1490,142631.0,te,https://image.tmdb.org/t/p/w500//phYkZeowbcNpdGqKIQ14jffVEdp.jpg
Run Baby Run,,U,"Action, Comedy, Thriller            ","    A reporter and a cameraman become try to uncover a political scam, but find themselves in trouble as they become involved in a grand political conspiracy.",180,6.6,1482,130371.0,te,https://image.tmdb.org/t/p/w500//3n50OtsviGm5BzUt51kaUi34seI.jpg
Chitralahari,2019.0,U,Drama            ,"    Down on luck and depressed by constant failures in personal and professional life, Vijay is desperately in search of that single stroke of fortune that could turn his life around. But what if the power to rewrite his destiny lies within?",131,7.2,1481,590012.0,te,https://image.tmdb.org/t/p/w500//tnAj1uRrscUjBMrCwXxgjaSL0m6.jpg
Shankar Dada MBBS,2004.0,U,Comedy            ,    A doctor treats patients with humanity (not with medicines).,174,7.4,1479,148884.0,te,https://image.tmdb.org/t/p/w500//cbFKicNvNqj8IYHyiIqS8WxAKE.jpg
Teen Maar,2011.0,,"Comedy, Drama, Romance            ",    A man reconsiders his ideas about love in the modern world after he hears a love story from 40 years ago.,149,5.6,1476,63377.0,te,https://image.tmdb.org/t/p/w500//kUnBF7h9PtJmOy9mxzFsjGoeVJz.jpg
Kanthaswamy,2009.0,UA,Action            ,"    A CBI officer moonlights as a modern day Robin Hood in the guise of the masked Kanthaswamy, as he helps fight corruption and aid impoverished people.",190,5.0,1468,25120.0,te,https://image.tmdb.org/t/p/w500//sH1X4a8B6LDeXtchcKnd51F2HcR.jpg
Komaram Puli,2010.0,,"Action, Crime, Thriller            ",    Komaram Puli (Pawan Kalyan) is a honest police officer. He runs a special vigilence team call Puli Team and solves cases. He comes to know about a missin g police officer Hussain (SJ Surya)...                See full summary »,163,3.5,1463,199800.0,te,https://image.tmdb.org/t/p/w500//rTuRBrq4VPVSq0On20mYgOeW1ik.jpg
Rebel,,A,"Action, Comedy, Drama            ",    Rishi is seeking revenge for his late parents who were murdered.,168,4.7,1446,123156.0,te,https://image.tmdb.org/t/p/w500//i5rVF5ta4RIwRRXMm9BoctQVITw.jpg
iSmart Shankar,2019.0,A,"Action, Sci-Fi            ","    iSmart Shankar, starring Ram Pothineni and directed by Puri Jagannadh revolves around a hero who has another man's memory transferred into his head.",140,5.5,1428,609108.0,te,https://image.tmdb.org/t/p/w500//aEpPH8oi6XpD5a1ynRiPhNOrURZ.jpg
Anukokunda Oka Roju,2005.0,U,"Mystery, Thriller            ",    A woman with amnesia tries to unravel the mystery of the missing day in her life.,145,8.0,1426,80862.0,te,https://image.tmdb.org/t/p/w500//zxW8NofcgofAxDZAmyQiyDXeVYI.jpg
Bheeshma,2020.0,UA,"Action, Comedy, Romance            ","    The film revolves around Bheeshma, a man making his living as a meme creator, who wants to remain single forever. But will he be able to?",150,6.6,1419,674779.0,te,https://image.tmdb.org/t/p/w500//633Wr89BKGloU1gKoriHHW2ma4s.jpg
Karthikeya,2014.0,,"Mystery, Thriller            ",    Karthikeya(Nikhil) who loves to solve mysteries goes to Subramanyapuram for a medical camp where the villagers are frightened by a deadly snake in the temple.How Karthikeya will solve the mystery is the crux of the story.,113,7.4,1418,894762.0,te,https://image.tmdb.org/t/p/w500//fKKoQndNfbDOLfYM1Zogt7miGF1.jpg
Desamuduru,2007.0,UA,"Action, Drama            ","    After thrashing a goon's son, a crime reporter escapes to Kulu Manali where he falls for a woman who soon gets kidnapped.",148,6.1,1378,117058.0,te,https://image.tmdb.org/t/p/w500//bdk6TGXo9TfEEfuBAOzYGxPuqY1.jpg
Gunde Jaari Gallanthayyinde,2013.0,,"Comedy, Drama, Romance            ","    Nitin saw a girl and fell for her.After searching for her he gets her number from a friend. He contacts her and they both fall in love, but little does he know that he was talking to ...                See full summary »",150,7.1,1373,181929.0,te,https://image.tmdb.org/t/p/w500//tHnIXiVSqGD4MNXZtK8csXq3aId.jpg
Pailwan,2019.0,UA,"Action, Drama, Sport            ","    Krishna, a fierce wrestler, faces challenges in his personal life as he tries to fulfill the dream of his father, an ex-wrestler.",166,6.4,1364,607294.0,te,https://image.tmdb.org/t/p/w500//umWoSbujUE3iyrBjDxstuNapu0m.jpg
World Famous Lover,2020.0,UA,Romance            ,"    An amalgamation of four different love stories: Seenayya and Suvarna, a middle-class couple in a small town; Gautham, a youngster romancing in Paris with Iza, Union Leader Srinu in love with his boss lady, and a first college romance.",154,4.6,1342,659674.0,te,https://image.tmdb.org/t/p/w500//tUiMt0ftDjSUvXwJDkkVZH6lY6g.jpg
Theeya Velai Seiyyanum Kumaru,2013.0,U,Comedy            ,"    A shy, introvert tries to impress a girl with the help of a love guru.",130,6.1,1322,190663.0,te,https://image.tmdb.org/t/p/w500//hf1kqqTjUrPM6maD6KCgqwU9GNB.jpg
Raja The Great,2017.0,UA,"Action, Comedy            ",    Raja who is born blind but has extraordinary senses and is a trained skillful fighter is assigned to rescue a girl.,149,6.5,1321,456431.0,te,https://image.tmdb.org/t/p/w500//jJCAmTsphSfPiYQc4LsYKpdAhTK.jpg
Kadaram Kondan,2019.0,UA,"Action, Thriller            ","    Vasu, a young medico, after rescuing one of his patients from a murder attempt finds out that his pregnant wife is abducted, and the kidnappers demand the patient he saved in exchange for her safety.",121,5.7,1311,561295.0,te,https://image.tmdb.org/t/p/w500//n6HGrhMvhq6tYJV4nb2ktNZWXCn.jpg
Sammohanam,2018.0,U,Romance            ,"    An unexpected encounter leads a cartoonist, who despises film actors, to fall in love with an actress.",137,7.6,1308,530198.0,te,https://image.tmdb.org/t/p/w500//dDhd9izD7UUKQFBXM7CpBJPSKCE.jpg
Simha,2010.0,,"Action, Drama            ",    A Tale of Father and Son who brings down Injustice in their reign.,155,5.8,1307,54404.0,te,https://image.tmdb.org/t/p/w500//6JFpsywP0ZVAhELyA2Dgaowna8D.jpg
Aithe,2003.0,U,"Action, Adventure, Thriller            ",    Irfan Khan (Pavan Malhotra) is a key mafia affiliate in Mumbai. Khan is on the wanted list of criminals in Hyderabad with a bounty of 50 lakhs. Aiming to migrate to Dubai so that he could ...                See full summary »,140,8.1,1297,1357662.0,te,https://image.tmdb.org/t/p/w500//aAMn1DhI9lRlKNoLrLMTh3kU6iB.jpg
Takkari Donga,2002.0,U,"Action, Adventure, Comedy            ",    Outlaw in the Indian (not Native American) wild west shoots it out with bad guys over a girl and a diamond mine.,165,6.8,1272,82727.0,te,https://image.tmdb.org/t/p/w500//6VgnTFCqqsBBMrxtvPXXoBzzNqs.jpg
Kadhalil Sodhappuvadhu Yeppadi,2012.0,U,"Comedy, Romance            ","    A boy and girl fall in and out of love, several times over.",125,7.1,1266,101793.0,te,https://image.tmdb.org/t/p/w500//61oKNx1ojPwkF6KzSs3cRnKMwkb.jpg
Pammal K. Sambandam,2002.0,U,"Comedy, Musical            ",    A single movie stuntman attempts to save the marriage of his hen-pecked brother.,155,7.1,1266,66344.0,te,https://image.tmdb.org/t/p/w500//ypJ9WzEyriBqer4Z2z12HicdIta.jpg
Kanchana 2,2015.0,UA,"Comedy, Horror            ","    A couple of revenge seeking ghosts haunts an innocent man, and the people surrounding him, to get justice for their murders.",166,5.5,1263,330425.0,te,https://image.tmdb.org/t/p/w500//oBaVzegjQza23C1XCOMfnQRhplw.jpg
Saroja,2008.0,U,"Adventure, Comedy, Crime            ","    Four friends, Jaga, Ganesh, Ajay and Vishwas are motoring to a cricket game. An accident leads them to divert on a side road, where they encounter a criminal gang that has kidnapped a young girl and shot a policeman - in front of them....",156,7.1,1255,803757.0,te,https://image.tmdb.org/t/p/w500//8U6EjIg3CnApBoyeED3yQ9IEebk.jpg
Vel,2007.0,U,"Action, Comedy, Drama            ","    On the search of his missing brother, Vasu finds out that Vel is his twin brother and risks his life to clear his brother's problem given by Sakarapandi an X-MLA .",160,6.0,1246,63274.0,te,https://image.tmdb.org/t/p/w500//yJ4u52KqLizBL0u9ufl4RJsKQDA.jpg
Pandavulu Pandavulu Thummeda,2014.0,,Comedy            ,"    When Naidu confronts his son's rival group to end their squabbles, he encounters their mother Satya, his long lost love, separated by the twist of fate. As Honey learns the secret between ...                See full summary »",156,6.4,1244,253047.0,te,https://image.tmdb.org/t/p/w500//nQxRb9HOnVAlqTuBkGcxq8W4sa1.jpg
Doosukeltha,2013.0,,"Action, Comedy            ",    Venkateswara Rao (Vishnu Manchu) and Alekhya (Lavanya Tripathi) met each other when they were children. But for Venkateswara's mischief Alekhya and her mother had to leave their entire ...                See full summary »,161,6.7,1238,241120.0,te,https://image.tmdb.org/t/p/w500//4Fm5JEgF9u0fWkJZKEADsAMs7AS.jpg
Gundamma Katha,1962.0,U,"Comedy, Drama            ","    Gundamma, a rich widow, has one goal - to get her spoilt daughter married to a rich boy. She, however, treats her step daughter like a maid. Gundamma does not care about the step daughter's...                See full summary »",166,8.8,1236,86146.0,te,https://image.tmdb.org/t/p/w500//65qFkkjtuSlmet1ePEeSpuIkoG3.jpg
Oohalu Gusagusalade,2014.0,U,"Comedy, Romance            ",    N. Venkateswara Rao a.k.a. Venky (Naga Shourya) works in UB TV and his aspiration is to become a news reader just like his father N. Bhanu Murthy who discontinued his work as a news reader ...                See full summary »,128,7.7,1234,280548.0,te,https://image.tmdb.org/t/p/w500//mjdE0IHq06phpwnsRy8Fb8lA4wt.jpg
Rowdy,2014.0,,"Action, Crime, Drama            ","    Anna rules over his people in Rayalaseema and they revere him as God. When an upcoming project threatens the well- being of his people, Anna opposes it. In the bargain, he earns some dangerous enemies.",109,6.4,1230,974659.0,te,https://image.tmdb.org/t/p/w500//oGBM552HlwQLrWOoY5dxR6JajSf.jpg
Devadas,2018.0,UA,"Action, Comedy, Drama            ",    A staid doctor's monotonous routine is shaken up when a gangster who is on the run decides to hide from the police in his clinic.,159,6.7,1225,1115734.0,te,
Sokkali Mainor,2016.0,UA,"Comedy, Drama            ","    To keep her late husband's son and his wife from seeking a divorce, a widow enlists the help of her husband's spirit.",145,6.4,1221,100265.0,te,
Dhenikaina Ready,2012.0,,"Action, Comedy            ",    A muslim man enter's his uncle's house in disguise to reunite his mother with her brother.,125,6.1,1201,171384.0,te,https://image.tmdb.org/t/p/w500//bdrcCzcNUzRiNEE7uRXTzzCoG5s.jpg
Political Rowdy,2005.0,,Action            ,"    Vithal is a rowdy who commands respect from state heads like CM. He hates women and remains a bachelor even at the age of 45. Kaveri, a naughty college student, grabs the attention of ...                See full summary »",155,5.2,1199,596092.0,te,https://image.tmdb.org/t/p/w500//8NupdhgAQBL6JtL41cPG6Q5xZA1.jpg
Anukshanam,2014.0,A,"Crime, Thriller            ","    Based on real-life events, this crime thriller traces the terrible trail left by a serial rapist and killer, highlighting the ensuing media coverage, public panic and one police officer's personal crusade to capture the psychopath.",82,6.5,1189,292140.0,te,https://image.tmdb.org/t/p/w500//cNDSicBujvl3fDpI5mJwMQ8iPgy.jpg
Stalin,2006.0,UA,"Action, Drama            ",    The story is about how an ex-army officer brings change in society by making people to help each other.,168,5.9,1168,56448.0,te,https://image.tmdb.org/t/p/w500//mxkirHGxqcRGN7b8fROEIx85D6E.jpg
Godavari,2006.0,U,"Drama, Romance            ","    While on a cruise on the river Godavari, a romance ensues between a heartbroken idealist Ram and an independent woman, Sita",160,7.8,1159,1171693.0,te,https://image.tmdb.org/t/p/w500//bxRjn6c5d1QgcRpM5v3JYY5iTSC.jpg
Suryam,2004.0,U,"Action, Romance            ",    A man sets out to fulfil his mother's last wish after serving his term in a juvenile detention center for a murder he did not commit.,150,5.1,1150,305822.0,te,https://image.tmdb.org/t/p/w500//1TOk6GtnLm9RYuPQmppdK5L3nOO.jpg
Balu,2005.0,U,"Action, Crime            ",    Balu is about a youngster who is ready to sacrifice everything he had for the sake of good.,169,6.0,1148,1071582.0,te,https://image.tmdb.org/t/p/w500//zbwslFIrZTUMHEOhsFHPUkblDUm.jpg
Savyasachi,2018.0,UA,Action            ,"    A twin brother of the protagonist is absorbed due to Vanishing Twin Syndrome and controls his left hand. When his life is threatened, the twin brother that never existed protects him like a shield.",151,5.4,1144,536420.0,te,https://image.tmdb.org/t/p/w500//vc5HreneK0H4TbodDasRnqx2fLL.jpg
Nene Raju Nene Mantri,2017.0,UA,"Action, Thriller            ",    Radha jogendhra journey to the Chief Minister position and what inspired him to go after political power.,153,5.8,1144,460699.0,te,https://image.tmdb.org/t/p/w500//gn5fMSKTBweRVGGBDksAIhIhR6v.jpg
Varsham,2004.0,,"Action, Comedy, Romance            ",    Venkat and Sailaja are youngsters at Warangal who fall in love. Bhadranna is the most dreaded and ruthless landlord in Nizam area. Bhadranna also likes Sailaja and wants to marry her. Ranga...                See full summary »,159,7.1,1139,82322.0,te,https://image.tmdb.org/t/p/w500//3OkbWNeRVQopeGwdocnwk0fXW3j.jpg
Kaashmora,2016.0,UA,"Action, Comedy, Fantasy            ",    Kaashmora uses black magic to conjure an ancient warlord and his queen. Hilarity and horror ensue.,163,5.5,1131,371420.0,te,https://image.tmdb.org/t/p/w500//fhWdd4obIA9ASc7xYfo38JyLqpQ.jpg
Run Raja Run,2014.0,U/A,"Comedy, Drama            ","    A cheated police officer who has been involved in a scam by his co-officer, goes to jail. His son seeks revenge with an extremely thrilling plan along with his friend.",137,7.4,1131,284837.0,te,https://image.tmdb.org/t/p/w500//52BPtUGKJzAjjJMIb6t68ksTSm3.jpg
Abhiyum Naanum,2008.0,U,"Comedy, Drama, Family            ","    The father of a grown daughter meets the father of a toddler at a playground and recounts the story of his own relationship with his daughter through the years, including his difficulties with accepting her marriage.",147,7.6,1126,40617.0,te,https://image.tmdb.org/t/p/w500//5shSpO2q7FmO5FJLmWsveQP3XHc.jpg
Eedo Rakam Aado Rakam,2016.0,,"Comedy, Romance            ",    What happens when the lives of two friends take an unexpected turn? A whole lot of confusion follows. Will they be able to get out of the mess? That forms the crux of the story.,129,7.0,1123,392939.0,te,https://image.tmdb.org/t/p/w500//8l0hNJbls04F8w6CRzRLEUlN5fI.jpg
Asthram,2006.0,U,"Action, Crime, Thriller            ","    The story of an honest and strict IPS officer who wants to bring all criminals to justice and wishes to purge the country completely of terrorism, since his family was also once a victim of a terrorist attack.",140,5.8,1117,115070.0,te,https://image.tmdb.org/t/p/w500//hZapzdz6HtxLkLPJbcOcv76BtpO.jpg
Ready,,,"Action, Comedy            ",    A case of mistaken identity leads a college student to abduct a young woman from her wedding ceremony.,165,7.2,1105,65946.0,te,https://image.tmdb.org/t/p/w500//umfKMUkXXPfMUoOq60nXjDbQOCL.jpg
Irandam Ulagam,2013.0,U,"Action, Fantasy, Romance            ",    Two parallel love stories on two planets.,158,5.7,1103,69510.0,te,https://image.tmdb.org/t/p/w500//4iIZotqK2zkbWUADRGkDItwnxiA.jpg
Sree,2005.0,,Action            ,"    A son gets involved in a land feud to protect his beloved, and ends up taking revenge for his father's death.",135,5.3,1097,1243975.0,te,https://image.tmdb.org/t/p/w500//gnt2GVTgwbiY63HQtIE5VsFQNxU.jpg
Aadi,2002.0,A,"Action, Drama, Romance            ","    Aadi Keshava Reddy, a youngster, returns to his homeland after 14 years to take revenge on Nagi Reddy who killed his family.",157,7.2,1096,1069884.0,te,https://image.tmdb.org/t/p/w500//tkiuOF79jXjKXziVg7IYoM5XlE0.jpg
Jhummandi Naadam,2010.0,,Drama            ,    Balu (Manoj Kumar Manchu) loves music very much. He wants to become a famous musician. He left his village and came to Hyderabad to fulfill his dream. He rented a house across the house of ...                See full summary »,145,5.3,1094,117421.0,te,https://image.tmdb.org/t/p/w500//wIsIi2SDmYlFRQpw6cvSio5Khcj.jpg
Pandurangadu,2008.0,UA,"Drama, Fantasy            ",    A playboy in the medieval times discovers his divinity towards Lord Krishna.,156,5.2,1086,280323.0,te,https://image.tmdb.org/t/p/w500//6EC02Y6WDaxSY3esH1O1ArJ8DzK.jpg
Naani,2004.0,,Romance            ,"    Naani is an 8 year old boy who attempts suicide, but is rescued by a scientist who changes his life completely with his invention. The boy had no clue that this will transform his life and teach him how to be a good son, lover and father.",155,5.2,1084,580811.0,te,https://image.tmdb.org/t/p/w500//k0jElAbz0XPFFOjB5wWP7pz1IRI.jpg
Game,,UA,Thriller            ,"    A cabbie and a businessman, both in need of big money, partake in a two-hour adventure together.",130,5.1,1080,1408248.0,te,https://image.tmdb.org/t/p/w500//cIIMvxLztRs1MbXH0oqaw3SGV0q.jpg
